pr;XML;Concurrency;HTTP;Memory;Network;CommandLine;OpenOffice Documents;Utils;Dependency;Throws;Logging;Latex;Data Structure;Test;JDK;Runtime;IO;Annotation ;UI;Security;Database;User Preferences;Data;Monitoring;Text Utility;Title;Body
4046;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;add missing translation for  html to unicode;all formatters return a localized  getname . the only exception is the  htmltounicodeformatter . this pr fixes this.
4047;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;a first solution for the cli problem #4038;exportfactory is not initialized at this execution point the printusage method is used twice. the jabrefcli prints the usage  if an error occurs during argument parsing and the argumentprocessor prints the usage  when --help option is chosen.   i made two solutions for this problem:  - commit 1: some sort of a hack to only get the names of the exporters without altering the processing in the main method.  (    - commit 2: changed the order of execution in the main method. the argument processor needs the export factory. i don t know  if the processing of the preferences will influence the cli functionality?  4038   -   -   -  manually tested changed features in running jabref
4054;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;restructure startup;considered as necessary when reviewing #4047
4056;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;extract old bibtex key generation action;4000   this is one for the javafx guys. we need a new javafx action here or duplicate parts of the code.  i already marked the respective code locations with todos. - we could use the fxdialogservice but there is an additional checkbox for  do not ask this question again  in the old dialog. - also  i don t know how to properly extract such worker code for javafx  otherwise i would have to duplicate the code on all occurences
4057;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4041 to make push to application work again on osx.;for unknown reasons  it seems no longer possible to give the command as one single string. i created a test class and not even simple commands can be executed. i m not sure when this changed but giving the command as a list of arguments works as expected.           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4058;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;cpu leak;see #3943 - fix java to later version - pretty restrictive for the user unfortunately!
4059;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;change date parsing warning to debug statement;         ( (        otherwise typing in the date field results in a bunch of logged warning messages.  ----  -   -   -  -   () -  ( -   ( []()?)
4060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;small fixes;         ( (        so small that i merge directly...  ----  -   -   -  -   () -  ( -   ( []()?)
4061;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;groups right click;         ( (        (partly) fixes  right-click on a group no longer focuses that group. it s not perfect since there is no longer feedback on which group the user clicked and the context menu belongs to.    clicking the disclosure node (the small arrow) still leads to an immediate selection of the group. the selection happens before any events are triggered on the row and thus i m not able to intercept the selection.  ----  -   -   -  -   () -  ( -   ( []()?)
4068;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;fix jabref leaks open threads after exit;i noticed that whenver i run jabref in eclipse that after the exit of jabref still some threads were open and not stopping. i have no idea why and where they are coming from.            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4071;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;crossref api is available via https;
4073;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;tls for acs;
4075;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;arχiv supports tls too.;
4076;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;tls for bibsonomy;
4077;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;tls for dblp;
4079;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;tls for springerlink;
4080;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;tls for arχiv in eprint.java;
4081;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;update inspirefetcher.java;
4083;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;update mathscinetid.java;
4085;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;tls for worldcat;
4100;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;migrate review field in entry preview to comment;migrate review field in entry preview to comment replace review with comment in every layout file 4098           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4105;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;fix that sometimes an empty side pane is shown;         ( (          ----  -   -   -  -   () -  ( -   ( []()?)
4106;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;opens the directory of the currently edited file when opening a new file;opens the directory of the currently edited file when opening a new file 4097  ----  -   -   -  -   () -  ( -   ( []()?)
4107;0;0;1;0;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;0;1;1;fix a few things in entry editor;         ( (        fixes two things: - reactivate next/previous entry shortcuts in entry editor (4104) - preserve focus of text fields in entry editor when the user switches between entries  please merge and don t squash.  ----  -   -   -  -   () -  ( -   ( []()?)
4109;0;0;1;0;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;0;1;1;smooth shutdown;         ( (        i tried to remove the  system.exit  call so that jabref shutdown smoothly. however  currently an awt-thread does not want to exit. in order to solve this problem  i removed most calls that would init the awt toolkit. this includes: - use javafx clipboard instead of awt - remove l&f and font customization  moreover  the azure telemetry sdk has a bug  that prevents certain threads from terminating. i added the workaround mentioned in this issue.  ----  -   -   -  -   () -  ( -   ( []()?)
4111;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;fix open thread prevents shutdown;@tobiasdiez  as this is just contains the relevant fix and works for me  i would be in favor for using this pr. you could still have your pr as refactoring pr then           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4116;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;don t report journal name as abbreviated when full name = abbreviated name;         ( (        4115.   ----  -   -   -  -   () -  ( -   ( []()?)
4119;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0; improve start-up time;         ( (        i played around a bit with the aim of improving the startup time. ignore the code for the moment. one of the biggest contribution comes from  classloader.loadclass : ( @jabref/developers any idea why class loading is so slow? do we mess with the classpath at some point or do other customization in this regard?  ----  -   -   -  -   () -  ( -   ( []()?)
4123;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;fix convert to bibtex moves contents of the file field;4120           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4124;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;saves and reloads window state on close and on open;saves and reloads window state on close and on open. opens by default maximized.  3859  ----  -   -   -  -   () -  ( -   ( []()?)
4128;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;fix build;         ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4141;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;convert springer fetcher to new interface;         ( (        the springer fetcher is now implemented according to the new fetcher infrastructure. instead of pagination support  the fetcher now only returns the first 20 items matched by the search query.   i used the opportunity and fixed a few small things: url to pdf is now added as online file link (instead of in the url field) and the ending page is correctly parsed.  ----  -   -   -  -   () -  ( -   ( []()?)
4157;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;remove spin;prepares #3421  this removes  abstractworker  completely (where spin was mainly used). all  abstractworker s were migrated to  baseaction  using  backgroundtask s. this also simplifies  basepanel  at some points.  most workers could easily be wrapped in a  backgroundtask   as all they do on the ui thread is call  jabrefframe.output( .. )  which is already executed on the ui thread internally.  some workers were joined with their corresponding actions as all the actions did  was calling the workers.  ----  -   -   -  -   () -  ( -   ( []()?)
4180;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;improve error message for fetchers;         ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4182;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;fix not on javafx thread exception in  generate data from doi;         ( (        and another threading issue fixed...  ----  -   -   -  -   () -  ( -   ( []()?)
4184;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;3062: ctrl + f selects search field again;         ( (        shortcut was simply not registered. also remove a bit of legacy code which is no longer needed.  ----  -   -   -  -   () -  ( -   ( []()?)
4185;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;convert citeseerx fetcher to new infrastructure;the old implementation first extracted the detail pages for each article matched by the query and then went to every detail page to extract the bibliographic information. instead  we now parse the coins information that is already contained in the main result page and thereby reduce the number of requests to 1 per query.  with this pr  now all fetcher are converted to the new infrastructure and the old one can now be removed (to be done in a new pr).           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4189;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;fix reference to junit pioneer;         ( (        sorry for the noise  for some reason i no longer can push directly to master...  ----  -   -   -  -   () -  ( -   ( []()?)
4191;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0; do not show recommendations per default in v5;refs #4165  let s also discuss what happens to mr.dlib in general. as far as i know there is something new planned?!
4203;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;rewrite web search pane in javafx;         ( (        rewrite web search pane in javafx  with the aim to fix  ( (still does not a win a prize of great ui design - e.g. the search button should be displayed as a real button  to be improved in further prs)  notable other changes: - remove all remnants of the old fetcher infrastructure (yeah!) - slightly improve command line output when using the  -f  (fetcher) option - enable web search and groups pane by default - fix bug where web search pane was not shown at start if it was active in last session  ----  -   -   -  -   () -  ( -   ( []()?)
4208;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;try to fix about dialog;try fixing the about dialog           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4212;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;make attached files relative to the file directory;4201           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4216;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;fix fetcher tests;fix fetcher test and fix l10n logging for test  @tobiasdiez  could you please check if the zbmath and the mathscinet tests are still correct?  i am getting 401 as i have no access.           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4225;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;fixed: #4092 names are not in the standard bibtex format.;         ( (       fixed: #4092  ----  -   -   -  -   () -  ( -   ( []()?)
4226;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;fix chinese author bibtex key generation;-we fixed an issue where the default bibtexkey s generation is incorrect for chinese authors. for example: suppose that the author field such as 王  阳 and 张  家发 and 胡  喜军 and 李  保明  the year is 1000 and the default bibtexkey s generation is [author][year] the original output is: 1000 (it is obviously incorrect) we add some code to address it now the output is: 王1000 (which is specified as user guide) well  we also add some test code and passed these tests successfully  4169
4234;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;fix isbn chimbori test;adapt the url of returned data  just checking if ci server still works           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4245;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;fix style issues in about dialog;         ( (        4202 and a few other small style related issues. i also created a little new app that make it simple to test the display of javafx controls. as of now  i only added a lot of buttons in different styles and states: (  please merge instead of squashing the commits.  ----  -   -   -  -   () -  ( -   ( []()?)
4246;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;solved #3823 file annotation;this pull request solved #3823  and improved the new line remover.  # removed hyphens and newlines of highlighted text  i removed all new lines which **don t have preceded  .  or  : ** becaues i think  .  or  :  is often used to start a new paragraph.  test text:  <img src=   width=300/>  test result:  <img src=  />  there is another problem with the regular expression  (\r?\n|\r)  when i try to use  (?<![.|:])(\r?\n|\r)  for excluding the new line end with  .  or  : .   if it s on windows  the  \r\n  will be replaced with a whitespace  and it is ok. however if we encounter  .\r\n   the  .\r  will be reserved and the  \n  will be replaced by a whitespace. in this way  the  .\r  will not be shown as new line int the field  and we don t need this whitespace. so instead we should change  .\r\n  to  \r\n  directly.  so i use java s  %n  to distinguish new line wisely.  # font size of summary on the left changed to 10px  # summary text wrapped  # the final example:  <img src=  />            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
